"platform","user","text","post_url","sentiment","theme","archetype"
"TikTok","★","Queeee😭😭😭💕💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","Yamila🌻♡","bastaa,yo voy en la taza 😭😭😭💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","𝓝𝓲𝓬𝓸𝓵𝓮 💕","NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO NECESITO","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","Liz😋","4 más el hijito de el 🥹♥️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","꧁ঔৣNami_17ঔৣ꧂","Me dí cuenta que pido mucho..","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","n","un día entramos 2 y regresamos los dos igual con la diferencia de qué, el vientre vacío y el corazón destrozado💔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","casttt🐈‍⬛","que miedo ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","faby-version♡","mi mami me dijo q no me burle por q me va a pasar lo mismo JAJSJAJAAJJSJAJAJSJSJAJJAJSJSJ (QUIERO MI PROPIO BEBE)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","kathyy","también regresé siendo 3 yo, mi hijo y mi padre que jamás me dejó, ahora somos 2 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","pito frio de tae","las manos.....","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","｡:ﾟ🍓ﾟ:｡","nadie habla de lo tan bonito que es el bb 😭💖🫶🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","GeMa vtc 💙","salimos de casa siendo tres y regresamos siendo 2...
mi vida preciosa mami te llevará en el corazón 💙✨️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre protectora"
"TikTok","vianey pd","que vivan los hombres responsables, y que viva estos tres (ojalá me pase) ☺️☺️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la amiga"
"TikTok",".🤍","por favor en el momento indicado que llegue a mi🤞🏻🤍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Greisy-qy","mi sueño , que algún día dejara de ser un sueño ❤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","️𝐅𝐞𝐫𝐧𝐚𝐧𝐝𝐚♡","si somos, pero aveces siento q solo soy yo y mi bebé.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Vanessa🍄","4 amiga por que la desvelada y estar cansada todo el tiempo estará ahí también JAJAJAJAJAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Lee Know's Gf","O sea si quiero, pero me da miedo gente, quiero saber escoger a su padre y aún soy joven.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","☆","cumpliste el sueño de la mitad de mujeres de el mundo😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre moderna"
"TikTok","️《《《LWN》》》","ahhhhhhh que lindooo, yo quiero uno pero también quiero un novio como el de ella osea que se haga responsable de su hijo y cuide de los dos y no se arrepienta","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","MYKA NURSE","Mini Versiones de nosotros dos 😭🥺 dios me derrito de ternura mi bebé tendiendo otro bebé ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la amiga"
"TikTok","コラソン","Yo tengo miedo de no regresar a casa con mi bebé y su papá, me da miedo dejarlos solos durante el parto o después ya que vi que podía pasar que dejan internada a la mamá y luego fallece 😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","~°☆Victory☆°~","la mano🫦🫦","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","𝕳𝐰𝐚𝐧𝐠 𝕳𝒚𝒖𝒏𝒋𝒊𝒏🧋","mi vida en polybuzz:","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","shinobu_kocho 🦋🦋","de puro coraje voy a polybuzz 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","Dino🦕","yo en un futuro","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","I  Lᴇx  ʜᴘ  ౨ৎ","Quisiera tener un bebé con el hombre de mi vida 🤍 lastima que el ya no esta conmigo 😔🕊️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","Pelos Guerrra","ojalá dios me lo conceda🙏💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","Ann Acetaminofén 🤍","Era el futuro que planeamos 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","mochim0718","Ojalá me pase 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","Andrea 🌸","✨ La meta ✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","crisx_¹³","Que miedo , ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Thays🍷😍.","meu sonho","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","BEREE.","Mi mayor miedo, pero mi más grande anhelo...🤍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","i_am_luiisa","Será que es verdad ? Hahahahahhahahahahhahahahahahhahahahahahhahahahahhahahahahahhahahahhahahahahhahahahhahahahahhahahahahhahahahahahhahahhahahahahhahahahahhahahahahhahahhahahahhahahahhahahahhahahahahhahahahahhahahahhahahahhahahahhahahhahahahahhahahahhahahahahhahahhahahahhahahahahhaha","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","k4ii..Whtts","Mi meta más clara:","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","Karen🫧","🙏🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","mayi","😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","yulii.x3","🥹🥹🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","ivannaagp","🤞🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","hoshi","Algún día viviré ese hermoso sueño con el amor de mi vida 💗. (mi noviecito)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","ari🍓🫧","@Gio💤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","jess 📌.","yo regrese sola🫩","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Ana<3","El bebito está hermoso 😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","angel","@Noemi Suarez","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre moderna"
"TikTok","★†★†","@♤♡DIEGO♡♤ 💖💖😩🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","Cris MJ","quiero una historia así 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","Yarley Braga Florez🇨🇴","@Cesar🧢 😥","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","Damaris_muñante21","🍀🍀🍀","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","Camila 🐎","@Valentina Espinoza lloro😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","UNKNOWD","Ya we 😩","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Стефани","@abrahamcontla4 ay q ser😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","🎀♥️🍒 AMMY 💋♥️🤠","HAY QUE BONITO OGALA ME PASE ALGÚN DIA ♥️♥️♥️♥️🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","valeriaBonita","I claim this energy again Amen","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre moderna"
"TikTok","𝓟🍒","@Dominic Enciso pelestor","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","jonatantecozautla","@García💗 shiiiiii","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","User5678","@Cesar Escutia 🥹❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","KEYLA","@1sik_11gmc","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","👍🏻","Ojala :'D","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","??!!","AYYY QUE CACHETOTES TIENEEE 💞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","❓❓","@erikaa❄ algún día lo quiero vivir a tu lado Si Dios lo ah llegado 🥹❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","Princess<3","@1slow_r6","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","👤.","@Duarte 🫨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","fati🪐","his hand 😻😻😻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre moderna"
"TikTok","Suárez_Jairo🔥","@👤 en algún día y en algún momento mi vida jsjs 💗🥺🙈","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","🪼🎧","✨✨✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","☆𝐒𝐒𝐒𝐒★","Mi sueño al cumplir la mayoría de edad 💖","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","musico ✨🌟","estoy viviendo ese proceso 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","Eleazar Myers","One day 🙏🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","️","mi mayor sueño y mi mayor miedo, de escoger mal al padre de mis hijxs😔💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","🎀🩰☺︎𝕊𝔸𝕄☺︎🩰🎀","Hoy nacio mi prima y Ayer fue mi último dia de ser la única niña dela casa😭🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","☆࿐ཽ༵༆༒ 𝒂𝒍𝒆𝒔𝒊𝒕𝒂 ༒༆࿐ཽ༵☆","quiero tener un niño pero me da miedo elegir un mal padre o no criarlo bien","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","mar_fer_x","Manifiesto 😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","Tv girl","que miedo ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","miranda espejo","Lo más bonito","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","liliran_oficial","Es mi mayor sueño, pero también mi mayor miedo...","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","𝐵𝓇𝒾𝓉𝒶𝓃𝓎","Algun día💓","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","Katerine✨","algún día 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","Esme🧚🏻🤍","Como quiere estar cerca de vos y te pone la mano😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Chigiri_hyoma","El mayo sueño de todas pero tenemos miedo cuando demos a luz","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","TOCA COLAS  5000😘😘😘💅💅💅💅","Q miedo ojalá me pase😍😍😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok","Dam","DIOS, ACUÉRDATE QUE TAMBIÉN SOY TU HIJA.😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok","️","metas futuras.💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","️","Mis metas a futuro.💓","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","Ainara💗🩰","Creo que si le dolió","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","<3","yo quiero un hermanito para ser 4 pero lastimosamente ya no se puede 😢💔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","𝓜","@OMNI MARK🟥⬜","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","~♡️¿Te parecen bien 47 cm?♡~","SAY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN SOY MUY JOVEN.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","hi 🧟👿🧌🧌","@Not _perfect🦄🪫✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","🌹DANS¿?°","@bri✨ nosotros algún día? 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","KRISღ","mi mayor sueño🥺💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","️","@🤍 🥹🥹🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Dome❤️:3","🥰🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","lili","😁","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","𝒅𝒆𝒏𝒌𝒊 𝒗𝒊𝒅𝒆𝒐𝒔 ⚡🌟💫","mi escrisofrenia augmentation al ver nuevos bebea","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok","☆~iam levi~☆","@chant_","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","Lula Gomez","❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","lamamichuli20","🤩🥰🥰🥰🤩","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","Lian❤️‍🩹😍","mi gran sueño Seva a cumplir 🥹😍🙏🙏❤️‍🩹espero en Dios q Nasca bien 🙏❤️‍🩹😍🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre moderna"
"TikTok","nathalyp","MI MAYOR SUEÑOOOOO 🙁🙁🙁🙁","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","Sanbenitopr94🐰","@La Double pp 🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","Breily Velasquez","❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la amiga"
"TikTok","Mishell💗","@€☆☆♤ S E B A S ♤☆☆€ ✨💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre moderna"
"TikTok","Mauragabriela08","Que pasó?","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre protectora"
"TikTok","Cxmxx_021","🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","unknown.","@🔥🇲🇽 Alejandro🇲🇽🔥","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","𝐃𝐢𝐚𝐧𝐚 ♡🌷 𐙚⋆°🦢","@OGK (only.God.Knows) one day my love","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","JOSSELYN❤️‍🔥","@Josué Chele 😭💘","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","who..is..natalia","AWWWWWW💗💗💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok",".","mi sueño que nunca se va ah cumplir 😭😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre moderna"
"TikTok","Fin","es mejor solo dos","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","jjloo_56","💞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok",".","@Harold 🇭🇳😝 😘","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","Mariangel>😺","@Xinside Person 💖","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","xiaa","Q kiut","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","sof__245🪻","Me ayudas🥺 yo quiero uno( pero mi edad no me deja)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","MarcosDiaz","@₩D.buggy♡a esperar eso😅🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","mersitappp","@ℒ","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","꧁༺𝓡𝓸𝓼𝓮༻꧂","q miedo.. ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","mariel_2043","🥰 algún día...🍀🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","️","Ok pero dile a tu amado q nos pase tips de brazo 💪🏼 🔥","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","Ɗäṅṅƴ","como no habrá disfrutado esa noche","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","Kary","Que bellooooooo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","queteimporta","jajaaa","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","...","mi mayor sueño 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","𝓝ᴀᴢᴀʀᴇɴᴀ𓍯🕷","que miedo, ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","miku🗣️‼️","Que miedo, ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","ki12777","en otro universo ahí paso un accidente automovilístico y grabaron su último momento 😱😱","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","Danielle","Aw que lindo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","sofia","yo también quiero ayudar
JAKAJSJAJAJAJAKSKKSKSKSKSKSJSJAJAJAJAJAJAJAJAAJKSJSJSKAJSKSKAJAKSKJSSJKSKSJAJAJAJSJAJAJSKSKJAKSJSJKASJKSKAJSJSKSJSJSKJSSKJSSKJSJAKSJSKAKSJSJKSJSJAAAJAJAJAJAJAJSHJSJSHSKAKKAJSJAKAK","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","️","que bonito 🥹 espero algún día ser como ustedes","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","𝙇𝙚𝙨𝙡𝙞𝙚 ❤︎","@a.a","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","★🩷Amy🩷★","mi mamá me dijo q si me burlo me va a pasar lo mismo así que
ajsjsjsksjakakakakkajajajajajajajajajajjaajajajajajjajajaAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAHAHAJJAHAJAJAJAJAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","Julián","@Paty de aquí a unos años podremos decir lo mismo💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre moderna"
"TikTok","Ayison","Ese era mi sueño con el 💔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","Dayana NT🩷","@Carlos miguel Arebalos","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre moderna"
"TikTok","Ulises Germán","@🌺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","Cinthia 🌸","@Gael Torres","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","┊☁️୧ 𝐼𝓉𝒶𝒾‧₊˚ ┊","METAS 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","¿¡★Estrella★!?","USTED GANOOO GANOOO HIJAA GANO EN LA VIDAAA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","squigly_multifamdom","@sup mi sueño","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre protectora"
"TikTok","Nicole Zambrano","@Patrick.Intriago@123💓","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","𓆰Selene ssj𓆪","@merlin_decoud_ 🥺😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","Leo","@Liz ꨄ 4","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","𝑴𝒂𝒓𝒊𝒃𝒆𝒍 ٭","JAJAJAJAJAJJAJAAJAJAJAJAJJAJAJAJAJAJAJAAJAJAJJSJAJAJSJSJAJAJSJJSJSJSJAJAJAJAJAJAJJAJAJAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","Rumi 💜","@🖤𝔹𝕝𝕒𝕔𝕜.𝔾𝕠𝕜𝕦🖤 mi mayor sueño con Tigo... ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","Mariana vega","🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","alasderata","@b4que_ 💕💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","Jhura","@Alvhing pronto amor 🥹♥️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","El Tefo🖤","@Gatita46 amor algun dia nosotros😊😊","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","Daniel","@✨Ashmontana✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","khanyy..89","@Jhosiney","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","💗~Ari~💗","@yohan Mi amor? 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","Ros","@⋆ 𖥨. Vivi ꒱ ֺ🍓ৎ @Anye 🌷 que bello😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre moderna"
"TikTok","️","@dari_mc06 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","Sammyyy❄️🍀","@RGXZARK ☆ cuándo?","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","maisa_D.S.B","@Isa_bellexxs","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","kary🧃","@JesuU 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","༒︎✞︎𝔸𝔻𝕀𝕃𝔼ℕ𝔼✞︎༒︎","@Ramón lagfer no demorando mi amor 😻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","EC DAY","@Briceño 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","All ᴼᵗ⁸ 🍃","@DR___N ¶§☽-💗 😭quierooo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","️𝓥𝓲𝓵𝓵𝓪𝓷𝓾𝓮𝓿𝓪","@Tony👹💫🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","Laura 🌷","@bjron viking Mi Mayor Anhelo 💖🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
